villageCode,villageNameEnglish,villageNameLocal,villageCensus2011Code,subdistrictCode,subdistrictNameEnglish,subdistrictNameLocal,subdistrictCensus2011Code,districtCode,districtNameEnglish,districtNameLocal,districtCensus2011Code,stateCode,stateNameEnglish,stateNameLocal,stateCensus2011Code,data_gov_update_date
569067,Pardi (Khurd),పార్డి ( ఖుర్ద్ ),569067,4307,Jainath,జైనధ్,04307,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,17-07-2025
569070,Jamini,జామ్ని,569070,4307,Jainath,జైనధ్,04307,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,17-07-2025
576320,Karpakula,కారుపాకుల,576320,4607,Itikyala,ఇటిక్యాల,04607,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,17-07-2025
569674,Kowtha (Khurd),కౌట ( ఖుర్ద్ ),569674,4324,Boath,బోథ్,04324,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,17-07-2025
576306,Putandoddi,పుట్టాన్ దోడ్డి,576306,4607,Itikyala,ఇటిక్యాల,04607,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,17-07-2025
571416,Raghavapalle,రాఘవపల్లి,571416,4385,Nizamsagar,నిజాంసాగర్,04385,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,19-07-2025
569020,Rampurtaraf,రాంపూర్ తరఫ్,569020,4307,Jainath,జైనధ్,04307,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,19-07-2025
571417,Rangapur,రంగాపూర్,571417,4385,Nizamsagar,నిజాంసాగర్,04385,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,19-07-2025
573093,Rudraram,రుద్రారం,573093,4464,Mirdoddi,మిర్ దొడ్డి,04464,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,19-07-2025
570999,Salampad,సాలంపాడ్,570999,4370,Bodhan,బోధన్,04370,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,19-07-2025
569032,Sekapoor,సేఖాపూర్,569032,4307,Jainath,జైనధ్,04307,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,19-07-2025
571289,Singaraipally,సింగరాయిపల్లి,571289,6243,Ramareddy,రామారెడ్డి,00000,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,19-07-2025
570733,Sirpur,సిర్ పూర్,570733,4359,Nandipet,నందిపేట్,04359,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,19-07-2025
577149,Somrajguda,సోమరాజుగూడ,577149,4649,Marriguda,మర్రిగూడ,04649,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,19-07-2025
577290,Theretpally,తేరటుపల్లి,577290,4655,Chandur,చండూరు,04655,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,19-07-2025
577126,Velmakanne,వెల్మకన్నె,577126,4647,Munugode,మునుగోడు,04647,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,19-07-2025
573667,Venkatapur (Bg),వెంకటాపూర్ బి,573667,4484,Jagdevpur,జగదేవ్ పూర్,04484,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,19-07-2025
573064,Kuknurpalle,కుకునూరుపల్లి,573064,4462,Kondapak,కొండపాక,04462,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,19-07-2025
578672,Mannegudem,మన్నెగూడెం,578672,4722,Dornakal,డోర్నకల్,04722,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,19-07-2025
573084,Mothey,మోతె,573084,4464,Mirdoddi,మిర్ దొడ్డి,04464,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,19-07-2025
573062,Muddapur,ముద్దాపుర్,573062,4462,Kondapak,కొండపాక,04462,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,19-07-2025
570734,Narkodh,నడ్కూడ(జి.జి),570734,4359,Nandipet,నందిపేట్,04359,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,19-07-2025
569039,Dadapoor,దాదాపూర్,569039,4307,Jainath,జైనధ్,04307,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,19-07-2025
909506,Devanpally, దేవన్‌పల్లి,000000,4380,Machareddy,మాచారెడ్డి,04380,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,19-07-2025
571059,Elegaon,ఈలేగాం,571059,4372,Madnoor,మద్నూర్,04372,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,19-07-2025
572966,Engurthi,ఏనగుర్తి,572966,4458,Dubbak,దుబ్బాక,04458,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,19-07-2025
577289,Gattuppal,గట్టుప్పల,577289,4655,Chandur,చండూరు,04655,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,19-07-2025
571429,Gunkul,గున్కుల్,571429,4385,Nizamsagar,నిజాంసాగర్,04385,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,19-07-2025
575535,Isrampalle,ఇస్రంపల్లి,575535,4573,Devarakadra,దేవర కద్ర,04573,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,19-07-2025
578068,Jaggaiahpet,జగ్గయ్యపేట,578068,4690,Regonda,రేగోండ,04690,687,Jayashankar Bhupalapally,జయశంకర్ భూపాలపల్లి,000,36,Telangana,తెలంగాణ,00,19-07-2025
573095,Jangapalle,జంగపల్లి,573095,4464,Mirdoddi,మిర్ దొడ్డి,04464,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,19-07-2025
569037,Karanwadi,కరన్ వాడి,569037,4307,Jainath,జైనధ్,04307,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,19-07-2025
570743,Komatpalle,కోమటిపల్లి,570743,4359,Nandipet,నందిపేట్,04359,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,19-07-2025
574967,Amlikunta,అమ్లికుంట,574967,4551,Kosgi,కోస్గి,04551,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,19-07-2025
575822,Appampalle,అప్పంపల్లి,575822,4587,Chinnachintakunta,చిన్నచింతకుంట,04587,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,19-07-2025
571291,Bhavanipet,భవానిపేట్,571291,4380,Machareddy,మాచారెడ్డి,04380,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,19-07-2025
578067,Chinnakodepaka,చిన్న కొడెపాక,578067,4690,Regonda,రేగోండ,04690,687,Jayashankar Bhupalapally,జయశంకర్ భూపాలపల్లి,000,36,Telangana,తెలంగాణ,00,19-07-2025
575041,Boneed,భున్నేడ్,575041,4554,Maddur,మద్దూర్,04554,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,22-07-2025
576077,Cheerkapalle,చీర్కపల్లి,576077,6286,Revally,రేవల్లి,00000,693,Wanaparthy,వనపర్తి,000,36,Telangana,తెలంగాణ,00,22-07-2025
571011,Domaledgi,దోమలెడ్గి,571011,4371,Kotagiri,కోటగిరి,04371,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,22-07-2025
574942,Erlapalle,ఈర్లపల్లి,574942,4550,Bomaraspeta,బోంరాస్ పేట,04550,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,22-07-2025
574939,Gouraram,గౌరారం,574939,4550,Bomaraspeta,బోంరాస్ పేట,04550,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,22-07-2025
571014,Hegdoli,హెగ్డోల్లి,571014,4371,Kotagiri,కోటగిరి,04371,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,22-07-2025
571039,Kallur,కల్లూర్,571039,4371,Kotagiri,కోటగిరి,04371,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,22-07-2025
572823,Khanapoor (B),ఖానాపూర్(బి),572823,4453,Kalher,కల్హేర్,04453,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,22-07-2025
571012,Kollur,కొల్లుర్,571012,4371,Kotagiri,కోటగిరి,04371,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,22-07-2025
578576,Komatipalle,కోమటిపల్లె,578576,4717,Kesamudram,కేసముద్రం,04717,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,22-07-2025
571731,Kothapet,కొత్తపేట్,571731,4398,Velgatur,వెల్గటూరు,04398,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,22-07-2025
574941,Lagcherla,లగచర్ల,574941,4550,Bomaraspeta,బోంరాస్ పేట,04550,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,22-07-2025
576148,Machupalle,మాచుపల్లి,576148,4600,Kodair,కోడేరు,04600,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,22-07-2025
572105,Raghojipeta,రాఘోజి పేట్,572105,4415,Medipalli,మేడిపల్లి,04415,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,22-07-2025
578045,Ramachandrapuram,రామచంద్రాపురం,578045,4689,Mulug,ములుగు,04689,720,Mulugu,ములుగు,000,36,Telangana,తెలంగాణ,00,22-07-2025
572102,Rangapur,రంగా పూర్,572102,4415,Medipalli,మేడిపల్లి,04415,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,22-07-2025
576146,Rekulapalle,రేకులపల్లి,576146,4600,Kodair,కోడేరు,04600,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,22-07-2025
576147,Singaipalle,సింగాయిపల్లి,576147,4600,Kodair,కోడేరు,04600,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,22-07-2025
571008,Sompur,సోంపూర్,571008,4371,Kotagiri,కోటగిరి,04371,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,22-07-2025
575052,Nandigam,నందిగామ,575052,4554,Maddur,మద్దూర్,04554,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,22-07-2025
578556,Narayanpur Chinnamupparam,చిన్నముప్పరం,578556,4717,Kesamudram,కేసముద్రం,04717,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,22-07-2025
574934,Nazkhanpalle,నజ్ ఖాన్ పల్లి,574934,4550,Bomaraspeta,బోంరాస్ పేట,04550,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,22-07-2025
575046,Thimmareddipalle,తిమ్మారెడ్డిపల్లి,575046,4554,Maddur,మద్దూర్,04554,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,22-07-2025
576149,Turkadinne,తుర్కదిన్నె,576149,4600,Kodair,కోడేరు,04600,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,22-07-2025
572111,Voddedu,ఒడేడు,572111,4415,Medipalli,మేడిపల్లి,04415,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,22-07-2025
572836,Mungepalle,మున్గేపల్లి,572836,4453,Kalher,కల్హేర్,04453,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,22-07-2025
569017,Dasnapur (Ct),దస్నాపూర్(CT),569017,4306,Adilabad Urban,ఆదిలాబాద్ (అర్బన్),04306,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,06-08-2025
574622,Kanmankalva,కన్మన్ కాల్వ,574622,4556,Nawabpet,నవాబ్ పేట,04556,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,06-08-2025
571621,Maidpalle (W),మేడిపల్లి (డబ్ల్యు),571621,4393,Ibrahimpatnam,ఇబ్రహీంపట్నం,04393,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,06-08-2025
574620,Malkapur,మల్కాపుర్,574620,4556,Nawabpet,నవాబ్ పేట,04556,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,06-08-2025
578150,Tharalapalle,తర్లపల్లి,578150,4695,Hanamkonda,హన్మకొండ,04695,686,Hanumakonda,హనుమకొండ,000,36,Telangana,తెలంగాణ,00,06-08-2025
579409,Vulavachalakam,వులవ చలకం,579409,4741,Gundala,గుండాల,04741,690,Bhadradri Kothagudem,భద్రాద్రి కొత్తగూడెం,000,36,Telangana,తెలంగాణ,00,06-08-2025
578429,Vurabaka,ఉరుబాక,578429,4710,Kothaguda,కొత్తగూడ,04710,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,06-08-2025
577239,Yepoor,ఏపూర్,577239,4653,Devarakonda,దేవరకొండ,04653,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,06-08-2025
578146,Paidipalle,పైడిపల్లి,578146,4695,Hanamkonda,హన్మకొండ,04695,686,Hanumakonda,హనుమకొండ,000,36,Telangana,తెలంగాణ,00,06-08-2025
575952,Puranapalem,పురాణపాలెం ,575952,4591,Dharoor,ధరూర్,04591,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,06-08-2025
577254,Atchampet,అచ్చంపేట,577254,4653,Devarakonda,దేవరకొండ,04653,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,06-08-2025
572040,Abbapur,అబ్బా పూర్,572040,4412,Gollapalli,గొల్లపల్లి,04412,681,Jagitial,జగిత్యాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
579490,Abbugudem,అబ్బుగూడెం,579490,6268,Annapureddypalli,అన్నపురెడ్డిపల్లి,00000,690,Bhadradri Kothagudem,భద్రాద్రి కొత్తగూడెం,000,36,Telangana,తెలంగాణ,00,28-12-2025
570723,Abhangapatnam,అబంగపట్నం,570723,4358,Navipet,నవీపేట్,04358,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
575439,Abhangapatnam,అభంగపట్నం,575439,4569,Koilkonda,కోయిల్ కోండ,04569,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,28-12-2025
569954,Achalapur,అచ్చాలాపుర్,569954,4332,Tandur,తాండూర్,04332,684,Mancherial,మంచిర్యాల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575653,Achampet (Ct),ఆచ్చంపేట,575653,4579,Achampet,అచ్చం పేట,04579,512,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
579718,Acharlagudem,ఆచార్లగూడెం,579718,4759,Nelakondapalli,నేలకొండపల్లి,04759,509,Khammam,ఖమ్మం,541,36,Telangana,తెలంగాణ,00,28-12-2025
574514,Achuthapur,అచ్చుతాపూర్,574514,4536,Yelal,యాలాల్(M),04536,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
579897,Adasarlapadu,అడసర్లపాడు,579897,4768,Vemsoor,వేంసూరు,04768,509,Khammam,ఖమ్మం,541,36,Telangana,తెలంగాణ,00,28-12-2025
574605,Adavivenkatapur,అడవివెంకటాపూర్,574605,7186,Chowdapur,,00000,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
569538,Addaghat,అడ్డ ఘాట్,569538,4319,Asifabad,ఆసిఫాబాద్,04319,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575810,Addakal,అడ్డాకల్,575810,4586,Addakal,అడ్డాకల్,04586,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,28-12-2025
569544,Addesar,అడ్డెసార,569544,4320,Jainoor,జైనూర్,04320,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
569597,Adegaon (Khurd),ఆడెగాంవ్  ఖుర్ద్,569597,4322,Ichoda,ఇచ్చోడ,04322,501,Adilabad,ఆదిలాబాద్,532,36,Telangana,తెలంగాణ,00,28-12-2025
570078,Adelli,ఆడెల్లి,570078,4336,Sarangapur,సారంగపూర్,04336,680,Nirmal,నిర్మల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
571942,Adivarampet,ఆదివారం పేట,571942,6216,Ramagiri,రామగిరి,00000,682,Peddapalli,పెద్దపల్లి,000,36,Telangana,తెలంగాణ,00,28-12-2025
576654,Adivemula,అడివేముల,576654,4623,Jajireddygudem,జాజిరెడ్డిగూడెం,04623,696,Suryapet,సూర్యాపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
575919,Adivikhanapur,అడవిఖానాపూర్,575919,4590,Maganoor,మాగనూరు,04590,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575933,Adivisatyavaram,అడవిసత్యారం,575933,4590,Maganoor,మాగనూరు,04590,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
571322,Adloor Yellareddy,అడ్లూర్ ఎల్లారెడ్డి,571322,4381,Sadashivanagar,సదాశివ్ నగర్,04381,685,Kamareddy,కామారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
570443,Advisarangapur,అడవి సారంగపూర్,570443,4347,Khanapur,ఖానాపూర్,04347,680,Nirmal,నిర్మల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
576865,Aepoor,ఏపూరు,576865,4633,Chityal,చిట్యాల,04633,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
574866,Agapalle,ఆగాపల్లి,574866,4547,Manchal,మంచాల్,04547,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
570748,Ailapur,ఐలాపూర్,570748,4359,Nandipet,నందిపేట్,04359,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
575907,Ainapur,ఆయినపూర్,575907,6264,Krishna,క్రిష్ణ,00000,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575513,Ajilapur,అజిలాపూర్,575513,4573,Devarakadra,దేవర కద్ర,04573,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,28-12-2025
575314,Ajilapur,అజిలపూర్,575314,4565,Veldanda,వేల్దండ,04565,694,Nagarkurnool,నాగర్ కర్నూల్,000,36,Telangana,తెలంగాణ,00,28-12-2025
573546,Ajjamarri,అజ్జమర్రి,573546,6274,Chilpched,చిలపు చెడు,00000,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
576662,Akaram,ఆకారం,576662,4624,Shaligouraram,శాలిగౌరారం,04624,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
572950,Akaram,ఆకారం,572950,4458,Dubbak,దుబ్బాక,04458,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
579559,Akinepalli,ఆకినేపల్లి,579559,4750,Dammapeta,దమ్మపేట,04750,690,Bhadradri Kothagudem,భద్రాద్రి కొత్తగూడెం,000,36,Telangana,తెలంగాణ,00,28-12-2025
575437,Akkaipalle,అక్కయ్యపల్లి,575437,4569,Koilkonda,కోయిల్ కోండ,04569,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,28-12-2025
573040,Akkanepalle,అక్కనెపల్లి,573040,4461,Nangnoor,నంగునూరు,04461,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
573636,Akkaram,అక్కారం,573636,4483,Gajwel,గజ్వెల్,04483,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
573512,Aksanpalle,అక్సాన్ పల్లి,573512,4479,Andole,ఆందోల్,04479,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
577514,Alagadapa,ఆలగడప,577514,4664,Miryalaguda,మిర్యాలగూడ,04664,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
575909,Alampalle,ఆలంపల్లి,575909,6264,Krishna,క్రిష్ణ,00000,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
956022,Alampalle,Alampalle,000000,4530,Vikarabad,వికారాబాద్,04530,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
577658,Alimpur,ఆలింపూర్,577658,4674,Bachannapet,బచ్చన్నపేట,04674,689,Jangoan,జనగాం,000,36,Telangana,తెలంగాణ,00,28-12-2025
927809,Ali Samunder,అలీ సముందర్,000000,4509,Bandlaguda,బండ్లగూడ,04509,507,Hyderabad,హైదరాబాద్,536,36,Telangana,తెలంగాణ,00,28-12-2025
574245,Alizapur (Og),అలిజాపూర్,574245,6320,Gandipet,గండిపెట్,00000,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
579411,Allapalli,ఆళ్ళపల్లి,579411,6267,Allapalli,ఆళ్ళపల్లి,00000,690,Bhadradri Kothagudem,భద్రాద్రి కొత్తగూడెం,000,36,Telangana,తెలంగాణ,00,28-12-2025
573601,Allapur,అల్లాపూర్,573601,4482,Toopran,తూప్రాన్,04482,513,Medak,మెదక్,535,36,Telangana,తెలంగాణ,00,28-12-2025
574307,Allawada,అల్లవాడ,574307,4529,Chevella,చేవెళ్ళ,04529,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
574820,Allikhanpalle,అల్లీఖాన్ పల్లి,574820,4545,Kandukur,కందుకూరు,04545,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
575044,Allipur,అల్లిపూర్,575044,7537,Kothapally (15),Kothapally (15),00000,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575401,Allipur,అల్లిపూర్,575401,6258,Mahabubnagar Rural,మహబూబ్ నగర్ (రూరల్),00000,512,Mahabubnagar,మహబూబ్ నగర్,538,36,Telangana,తెలంగాణ,00,28-12-2025
578154,Allipur,అల్లిపూర్,578154,6246,Khila Warangal,ఖిలా వరంగల్,00000,522,Warangal,వరంగల్,540,36,Telangana,తెలంగాణ,00,28-12-2025
573004,Allipur,అల్లీపూర్,573004,4460,Chinnakodur,చిన్నకోడూర్,04460,692,Siddipet,సిద్దిపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
573523,Almaipet,అల్మాయిపేట్,573523,4479,Andole,ఆందోల్,04479,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
576262,Aloor,అలూరు,576262,4605,Ghattu,గట్టు,04605,695,Jogulamba Gadwal,జోగులాంబ గద్వాల,000,36,Telangana,తెలంగాణ,00,28-12-2025
570772,Aloor,ఆలూర్,570772,7528,Aloor,Aloor,00000,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
578801,Alubaka [G],ఆలుబాక(జి),578801,4724,Venkatapuram,వెంకటాపురం,04724,720,Mulugu,ములుగు,000,36,Telangana,తెలంగాణ,00,28-12-2025
578800,Alubaka [Z],ఆలుబాక(జెడ్),578800,4724,Venkatapuram,వెంకటాపురం,04724,720,Mulugu,ములుగు,000,36,Telangana,తెలంగాణ,00,28-12-2025
572527,Alugunur (Og),అల్గు నూరు,572527,4438,Thimmapur LMD,తిమ్మాపూర్(LMD),04438,508,Karimnagar,కరీంనగర్,534,36,Telangana,తెలంగాణ,00,28-12-2025
575234,Alwal,అల్వాల,575234,4561,Keshampet,కేశంపేట,04561,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
577043,Amangal,ఆమనగల్లు,577043,4644,Vemulapally,వేములపల్లి,04644,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
577577,Amaravaram,అమరవరం,577577,4669,Huzurnagar,హుజుర్ నగర్,04669,696,Suryapet,సూర్యాపేట,000,36,Telangana,తెలంగాణ,00,28-12-2025
569875,Amargonda,అమరగొండ,569875,4329,Dahegoan,దహెగాం,04329,699,Kumuram Bheem Asifabad,కుమురం భీమ్ ఆసిఫాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
577418,Ambatpally,అంబటిపల్లి,577418,4660,Anumula,అనుముల,04660,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
573304,Ameerabad,అమీరాబాద్,573304,4473,Nyalkal,న్యాల్ కల్,04473,691,Sangareddy,సంగారెడ్డి,000,36,Telangana,తెలంగాణ,00,28-12-2025
574770,Ameerpet,అమీర్  పేట్,574770,4544,Maheshwaram,మహేశ్వరం,04544,518,Ranga Reddy,రంగా రెడ్డి,537,36,Telangana,తెలంగాణ,00,28-12-2025
576333,Ammaipalle,అమ్మాయిపల్లి,576333,6287,Chinnambavi,చిన్నంబావి,00000,693,Wanaparthy,వనపర్తి,000,36,Telangana,తెలంగాణ,00,28-12-2025
576881,Ammanabole,అమ్మనబోలు,576881,4634,Narketpally,నార్కటుపల్లి,04634,514,Nalgonda,నల్గొండ,539,36,Telangana,తెలంగాణ,00,28-12-2025
579755,Ammapalem,అమ్మపాలెం,579755,4761,Konijerla,కొణిజర్ల,04761,509,Khammam,ఖమ్మం,541,36,Telangana,తెలంగాణ,00,28-12-2025
579906,Ammapalem,అమ్మపాలెం,579906,4768,Vemsoor,వేంసూరు,04768,509,Khammam,ఖమ్మం,541,36,Telangana,తెలంగాణ,00,28-12-2025
578678,Ammapalem,అమ్మపాలెం,578678,4722,Dornakal,డోర్నకల్,04722,688,Mahabubabad,మహబుబాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
575455,Ammireddipalle,అమ్మిరెడ్డిపల్లి,575455,4570,Narayanpet,నారయణ పేట్,04570,721,Narayanpet,నారాయణ్ పేట్,000,36,Telangana,తెలంగాణ,00,28-12-2025
573999,Amradi Khurd,అమ్ రాదికుర్ద్,573999,4513,Mominpet,మోమిన్ పేట్,04513,698,Vikarabad,వికారాబాద్,000,36,Telangana,తెలంగాణ,00,28-12-2025
909494,Amruthapoor,అమృతాపూర్,000000,4377,Dichpally,డిచ్ పల్లి,04377,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
571223,Amruthapur,అమృతాపూర్,571223,4377,Dichpally,డిచ్ పల్లి,04377,516,Nizamabad,నిజామాబాదు,533,36,Telangana,తెలంగాణ,00,28-12-2025
572576,Amudalapalle,ఆముదాల పల్లి,572576,4441,Shankarapatnam,శంకరపట్నం,04441,508,Karimnagar,కరీంనగర్,534,36,Telangana,తెలంగాణ,00,28-12-2025
576772,Anajipuram,అనాజిపూర్,576772,4628,Bhongir,భూవనగిరి,04628,697,Yadadri Bhuvanagiri,యదాద్రి భువనగిరి,000,36,Telangana,తెలంగాణ,00,28-12-2025
